"","Feature","MET_1","MET_2","MET_3","CTL_1","CTL_2","CTL_3"
"13478","SLC22A12",5,19,3,1,1,0
"13479","SLC22A13",0,3,1,1,4,2
"13480","SLC22A14",0,0,0,0,0,0
"13481","SLC22A15",83,64,62,61,88,39
"13482","SLC22A17",367,289,472,258,315,213
"13483","SLC22A18",2552,2914,3186,2997,2223,1685
"13484","SLC22A2",2,1,0,0,0,0
"13485","SLC22A20",0,0,0,0,0,0
"13486","SLC22A22",0,0,0,1,1,1
"13487","SLC22A23",2261,2215,1576,1999,4288,2825
"13488","SLC22A25",55,45,71,29,37,30
"13489","SLC22A3",3,1,2,2,6,0
"13490","SLC22A5",275,270,187,163,1753,1361
"13491","SLC22A6",2,14,4,3,2,4
"13492","SLC22A7",959,957,945,1495,2433,1503
"13493","SLC22A8",4044,3462,3966,3457,4305,2863
"13494","SLC22A9",3,0,2,3,0,0
"13495","SLC23A1",512,622,799,870,557,314
"13496","SLC23A2",185,246,161,194,350,270
"13497","SLC23A3",3,5,3,6,4,1
"13498","SLC24A1",0,0,0,0,0,0
"13499","SLC24A2",0,2,2,3,0,0
"13500","SLC24A3",2,4,3,6,4,3
"13501","SLC24A4",0,0,0,0,0,0
"13502","SLC24A5",8,4,6,8,5,2
"13503","SLC24A6",397,478,459,435,771,431
"13504","SLC25A1",1457,1206,2180,1580,1135,861
"13505","SLC25A10",1891,2379,2528,1604,2032,1218
"13506","SLC25A11",588,605,623,420,580,431
"13507","SLC25A14",18,30,24,23,22,17
"13508","SLC25A15",2524,2969,2057,1281,1763,1265
"13509","SLC25A16",837,1000,891,586,917,665
"13510","SLC25A17",471,527,440,249,382,336
"13511","SLC25A18",0,0,0,0,0,0
"13512","SLC25A19",51,83,49,37,82,55
"13513","SLC25A2",12,16,8,15,10,11
"13514","SLC25A20",1677,1915,1428,1172,3581,2862
"13515","SLC25A21",68,82,102,69,39,27
"13516","SLC25A22",2238,4023,1435,1144,2796,2503
"13517","SLC25A23",3893,3141,4532,4413,1788,1052
"13518","SLC25A24",53,38,42,40,52,31
"13519","SLC25A25",524,1114,276,747,831,686
"13520","SLC25A26",54,67,75,50,74,79
"13521","SLC25A27",31,39,14,17,50,35
"13522","SLC25A28",238,195,244,190,228,134
"13523","SLC25A29",46,106,25,26,58,48
"13524","SLC25A3",2317,2835,2530,2067,2478,1883
"13525","SLC25A30",644,175,247,295,2057,438
"13526","SLC25A32",198,675,208,132,273,387
"13527","SLC25A33",119,221,89,55,131,177
"13528","SLC25A34",6,16,2,2,35,18
"13529","SLC25A35",29,28,31,33,29,24
"13530","SLC25A37",86,153,140,107,115,101
"13531","SLC25A38",379,504,502,444,438,295
"13532","SLC25A39",2215,2725,2304,1798,2170,1591
"13533","SLC25A4",98,106,137,69,119,80
"13534","SLC25A40",24,23,32,30,33,24
"13535","SLC25A41",0,0,0,0,0,0
"13536","SLC25A42",1023,1010,776,473,1984,1655
"13537","SLC25A44",404,528,614,467,481,372
"13538","SLC25A46",519,652,585,395,606,423
"13539","SLC25A47",5678,3878,4512,1312,8715,7898
"13540","SLC25A5",1051,1183,1098,978,1034,762
"13541","SLC26A1",2764,3645,3768,3582,5077,3509
"13542","SLC26A10",9,9,3,8,12,8
"13543","SLC26A2",43,27,29,47,65,19
"13544","SLC26A3",2,1,0,3,1,4
"13545","SLC26A4",0,1,1,0,0,0
"13546","SLC26A5",0,0,0,0,0,0
"13547","SLC26A6",102,77,118,101,86,64
"13548","SLC26A7",0,0,0,0,0,0
"13549","SLC26A9",0,0,0,0,0,0
"13550","SLC27A1",313,308,296,311,352,284
"13551","SLC27A2",13208,19239,13268,9471,35393,21879
"13552","SLC27A3",13,9,7,10,20,7
"13553","SLC27A4",95,157,105,112,160,132
"13554","SLC27A5",6020,9185,6164,6838,6951,5793
"13555","SLC27A6",0,0,0,2,0,1
"13556","SLC28A1",1,3,1,0,0,0
"13557","SLC28A2",612,927,1778,2578,928,682
"13558","SLC28A3",1,0,1,0,0,0
"13559","SLC29A1",315,281,294,515,379,295
"13560","SLC29A2",75,86,70,20,47,43
"13561","SLC29A3",77,69,97,95,69,56
"13562","SLC29A4",9,50,6,11,41,37
"13563","SLC2A1",58,138,76,85,103,67
"13564","SLC2A10",2,3,3,2,1,0
"13565","SLC2A12",58,81,19,77,140,60
"13566","SLC2A13",3,5,3,2,2,2
"13567","SLC2A2",7166,5522,7249,4224,3677,2690
"13568","SLC2A3",0,2,1,0,4,1
"13569","SLC2A4",0,2,3,3,3,1
"13570","SLC2A5",146,20,651,221,28,15
"13571","SLC2A6",12,15,14,13,29,20
"13572","SLC2A8",125,113,132,128,119,72
"13573","SLC2A9",1065,1099,992,599,732,474
"13574","SLC30A1",633,788,670,638,1123,685
"13575","SLC30A10",538,631,680,1036,972,758
"13576","SLC30A2",11,22,9,1,2,35
"13577","SLC30A3",41,49,18,24,123,97
"13578","SLC30A4",473,711,570,554,857,599
"13579","SLC30A5",694,840,719,616,596,477
"13580","SLC30A6",94,126,111,97,106,101
"13581","SLC30A7",233,280,189,221,287,177
"13582","SLC30A8",0,0,0,0,0,0
"13583","SLC30A9",365,426,373,306,408,300
"13584","SLC31A1",1831,1505,1899,1735,1500,1135
"13585","SLC31A2",137,207,152,104,191,169
"13586","SLC32A1",0,0,0,0,0,0
"13587","SLC33A1",1019,986,1066,911,945,712
"13588","SLC34A1",4,1,0,0,0,0
"13589","SLC34A2",97,35,163,1088,505,178
"13590","SLC34A3",1,0,0,0,0,0
"13591","SLC35A1",300,349,328,311,295,276
"13592","SLC35A2",198,215,275,169,217,138
"13593","SLC35A3",266,343,314,356,479,367
"13594","SLC35A4",288,337,298,157,321,246
"13595","SLC35A5",55,78,68,35,59,33
"13596","SLC35B1",352,460,421,452,386,297
"13597","SLC35B2",278,244,280,224,256,173
"13598","SLC35B4",363,492,490,476,308,235
"13599","SLC35C1",315,379,338,264,369,265
"13600","SLC35C2",162,239,372,219,262,197
"13601","SLC35D1",437,630,371,379,407,323
"13602","SLC35D2",536,485,619,254,454,236
"13603","SLC35D3",0,0,0,0,0,0
"13604","SLC35E1",460,678,477,354,537,385
"13605","SLC35E2B",592,458,551,526,602,363
"13606","SLC35E3",167,349,336,248,313,216
"13607","SLC35E4",24,22,15,12,33,25
"13608","SLC35F1",1,0,1,2,1,0
"13609","SLC35F2",0,6,5,1,7,2
"13610","SLC35F5",703,875,814,656,1126,768
"13611","SLC35G1",100,107,68,71,175,156
"13612","SLC35G3",2,7,3,3,6,0
"13613","SLC36A1",102,84,78,107,99,83
"13614","SLC36A2",0,0,2,7,1,1
"13615","SLC36A3",0,0,0,1,0,0
"13616","SLC36A4",27,22,27,35,42,30
"13617","SLC37A1",37,44,21,19,58,24
"13618","SLC37A2",7,19,18,38,40,22
"13619","SLC37A4",4397,4075,4848,2449,1823,1842
"13620","SLC38A1",4,2,4,1,11,4
"13621","SLC38A2",1180,2268,877,833,2124,1617
"13622","SLC38A3",13641,14467,17160,10077,10416,6670
"13623","SLC38A4",7094,8770,7674,6590,7964,6189
"13624","SLC38A5",2,0,0,1,3,2
"13625","SLC38A6",105,85,112,89,80,65
"13626","SLC38A7",122,215,169,126,209,110
"13627","SLC38A8",1,0,0,2,1,3
"13628","SLC38A9",110,74,118,103,118,85
"13629","SLC39A1",1648,2258,1580,1440,2462,1813
"13630","SLC39A11",91,70,99,60,53,33
"13631","SLC39A12",0,0,0,0,0,0
"13632","SLC39A13",75,101,116,90,82,64
"13633","SLC39A14",5369,9089,6352,3237,3574,2621
"13634","SLC39A2",0,0,0,0,0,0
"13635","SLC39A3",176,188,225,180,208,158
"13636","SLC39A4",604,310,536,831,487,310
"13637","SLC39A5",131,99,86,53,83,42
"13638","SLC39A6",48,79,89,86,109,57
"13639","SLC39A7",1489,1833,1821,1043,1319,1034
"13640","SLC39A8",705,699,740,921,1400,916
"13641","SLC39A9",166,237,232,215,270,184
"13642","SLC3A1",33,32,39,31,21,28
"13643","SLC3A2",1151,2268,915,774,1970,1177
"13644","SLC40A1",2981,3460,2418,1638,2645,1795
"13645","SLC41A1",40,84,32,19,26,22
"13646","SLC41A2",2546,4294,3590,3853,3363,1894
"13647","SLC43A1",486,294,362,400,367,327
"13648","SLC43A2",145,167,218,198,275,156
"13649","SLC43A3",450,466,625,663,421,420
"13650","SLC44A1",528,644,597,338,483,326
"13651","SLC44A2",188,217,230,173,262,187
"13652","SLC44A3",27,23,49,8,9,8
"13653","SLC44A4",58,43,58,44,29,15
"13654","SLC45A1",0,0,0,0,0,0
"13655","SLC45A2",0,0,0,0,0,0
"13656","SLC45A3",43,123,82,344,123,165
"13657","SLC46A1",448,454,544,860,551,476
"13658","SLC46A2",0,0,0,0,0,1
"13659","SLC46A3",408,250,273,367,490,317
"13660","SLC47A1",0,0,0,0,0,0
"13661","SLC47A2",2,1,1,3,6,2
"13662","SLC48A1",383,377,392,241,307,213
"13663","SLC4A1",80,101,127,199,92,82
"13664","SLC4A10",0,0,1,0,0,0
"13665","SLC4A11",8,10,3,9,8,4
"13666","SLC4A2",562,723,675,705,1060,657
"13667","SLC4A3",2,1,1,2,2,2
"13668","SLC4A4",313,299,179,193,1172,873
"13669","SLC4A5",1,2,1,1,4,3
"13670","SLC4A7",25,24,21,34,77,41
"13671","SLC4A8",1,9,0,0,0,3
"13672","SLC4A9",0,1,0,0,0,0
"13673","SLC50A1",217,250,219,194,209,136
"13674","SLC5A1",6,8,5,8,15,3
"13675","SLC5A10",0,0,0,0,0,0
"13676","SLC5A11",0,0,0,0,0,0
"13677","SLC5A12",0,0,0,0,0,0
"13678","SLC5A2",0,0,0,0,0,0
"13679","SLC5A3",0,0,0,1,14,3
"13680","SLC5A4A",1,3,5,4,0,1
"13681","SLC5A5",4,6,3,1,3,4
"13682","SLC5A6",606,584,679,411,597,443
"13683","SLC5A7",0,0,0,0,0,0
"13684","SLC5A8",0,0,1,0,1,1
"13685","SLC5A9",1,0,1,0,1,0
"13686","SLC6A1",0,0,1,16,0,0
"13687","SLC6A11",0,5,0,0,1,0
"13688","SLC6A12",496,401,433,448,489,439
"13689","SLC6A13",1916,2166,2002,2256,3844,2846
"13690","SLC6A14",0,0,0,0,0,0
"13691","SLC6A15",0,0,0,0,0,0
"13692","SLC6A18",1,0,0,0,0,0
"13693","SLC6A19",0,0,0,0,0,0
"13694","SLC6A2",0,0,0,0,0,0
"13695","SLC6A20",8,0,2,1,4,1
"13696","SLC6A3",0,0,0,0,0,0
"13697","SLC6A4",1,0,2,0,0,0
"13698","SLC6A5",0,0,0,0,0,0
"13699","SLC6A6",66,79,47,697,111,173
"13700","SLC6A7",0,0,0,0,0,0
"13701","SLC6A8",147,128,106,135,140,121
"13702","SLC6A9",729,1554,774,383,1322,559
"13703","SLC7A1",42,75,32,8,17,3
"13704","SLC7A10",3,3,1,4,2,1
"13705","SLC7A11",3,5,2,1,1,0
"13706","SLC7A12",0,0,0,0,0,0
"13707","SLC7A13",4,0,0,0,0,0
"13708","SLC7A14",0,0,0,0,0,0
"13709","SLC7A15",0,0,3,0,0,0
"13710","SLC7A2",2318,4862,1986,1883,3024,2281
"13711","SLC7A3",0,0,0,0,0,0
"13712","SLC7A4",17,3,25,10,5,0
"13713","SLC7A5",185,115,208,80,75,21
"13714","SLC7A6",15,25,31,24,37,8
"13715","SLC7A6OS",143,159,132,102,151,108
"13716","SLC7A7",76,57,63,66,87,46
"13717","SLC7A8",29,25,52,47,115,64
"13718","SLC7A9",0,0,0,1,0,2
"13719","SLC8A1",26,31,36,38,70,34
"13720","SLC8A2",0,0,0,0,0,0
"13721","SLC8A3",5,0,2,3,3,0
"13722","SLC9A1",278,295,283,217,315,177
"13723","SLC9A10",0,0,0,0,0,0
"13724","SLC9A2",0,1,0,0,0,1
"13725","SLC9A3",0,0,0,0,0,0
"13726","SLC9A3R1",1274,2161,1148,1206,1157,739
"13727","SLC9A3R2",601,739,581,395,540,364
"13728","SLC9A4",0,0,0,0,0,0
"13729","SLC9A5",0,0,1,2,3,1
"13730","SLC9A7",7,23,38,39,93,15
"13731","SLC9A8",121,145,166,120,161,138
"13732","SLC9B1",0,0,0,0,0,0
"13733","SLC9B2",0,0,0,0,0,0
"13734","SLCO1A1",4055,5360,4224,4234,6622,3681
"13735","SLCO1A2",2686,10247,2634,1680,4371,3157
"13736","SLCO1A5",6,21,8,1,26,13
"13737","SLCO1A6",4,2,0,0,0,0
"13738","SLCO1B3",6140,5106,5971,7405,11326,7685
"13739","SLCO1C1",0,0,0,0,3,0
"13740","SLCO2A1",7161,4802,4337,4824,5698,3680
"13741","SLCO2B1",2832,3216,3375,2473,2798,2029
"13742","SLCO3A1",10,19,20,12,21,6
"13743","SLCO4A1",1,1,2,4,10,3
"13744","SLCO4C1",0,0,0,1,0,0
"13745","SLCO5A1",19,24,14,20,16,10
"13746","SLCO6B1",0,0,0,0,0,0
"13747","SLCO6C1",0,0,0,0,0,0
"13748","SLCO6D1",0,0,0,0,0,0
"13749","SLFN13",146,146,178,115,263,158
"13750","SLFN2",106,147,109,97,211,106
"13751","SLFN3",770,870,699,789,1251,1066
"13752","SLFNL1",2,1,1,2,4,2
"13753","SLIRP",112,135,130,131,90,102
"13754","SLIT1",0,0,1,1,0,0
"13755","SLIT2",8,5,7,6,7,5
"13756","SLIT3",15,29,24,17,27,17
"13757","SLITRK1",0,0,0,0,0,0
"13758","SLITRK2",0,0,0,0,0,0
"13759","SLITRK3",0,0,0,0,0,0
"13760","SLITRK5",1,3,0,0,10,3
"13761","SLITRK6",3,1,1,3,1,0
"13762","SLK",269,349,270,255,602,352
"13763","SLMAP",363,429,396,413,585,429
"13764","SLMO1",1,1,2,2,2,0
"13765","SLN",0,0,0,0,0,0
"13766","SLPI",63,66,1,48,80,24
"13767","SLPIL2",10,11,0,10,11,5
"13768","SLPIL3",0,0,0,0,0,0
"13769","SLU7",290,323,312,221,341,212
"13770","SLURP1",0,0,0,0,0,0
"13771","SLX1B",264,309,309,182,318,231
"13772","SMAD1",408,488,449,397,563,328
"13773","SMAD2",129,160,157,153,177,110
"13774","SMAD3",191,218,170,145,206,131
"13775","SMAD4",213,304,217,199,367,279
"13776","SMAD5",89,103,110,95,155,111
"13777","SMAD6",43,49,48,56,63,31
"13778","SMAD7",192,196,232,158,242,128
"13779","SMAD9",0,0,3,1,3,5
"13780","SMAGP",257,294,249,312,616,402
"13781","SMAP2",898,658,1032,663,893,579
"13782","SMARCA2",706,475,834,807,694,451
"13783","SMARCA4",576,723,706,655,832,617
"13784","SMARCA5",456,637,457,383,697,424
"13785","SMARCAD1",283,396,311,270,370,277
"13786","SMARCAL1",141,135,154,130,157,124
"13787","SMARCB1",216,289,268,201,261,168
"13788","SMARCC1",491,677,548,371,677,482
"13789","SMARCD1",133,141,139,95,155,108
"13790","SMARCD2",476,781,532,383,481,360
"13791","SMARCD3",5,6,11,10,2,4
"13792","SMARCE1",287,333,309,282,378,259
"13793","SMC1A",842,923,839,740,1045,717
"13794","SMC1B",0,0,0,0,0,0
"13795","SMC2",113,94,128,119,154,97
"13796","SMC3",375,416,389,397,499,303
"13797","SMC4",200,184,206,190,225,127
"13798","SMC5",130,185,167,152,213,175
"13799","SMC6",546,640,552,764,936,572
"13800","SMCP",0,0,0,1,0,0
"13801","SMCR7L",274,293,280,224,308,192
"13802","SMCR8",174,205,155,169,328,175
"13803","SMEK2",882,988,873,854,1184,971
"13804","SMG6",202,241,222,177,273,191
"13805","SMG7",577,684,626,474,771,502
"13806","SMG9",99,81,91,56,94,74
"13807","SMGC",0,0,0,0,0,0
"13808","SMN1",103,151,102,87,126,90
"13809","SMNDC1",94,102,99,73,113,80
"13810","SMO",38,11,32,35,26,23
"13811","SMOC1",498,575,622,443,539,413
"13812","SMOC2",57,44,98,47,23,24
"13813","SMOK2A",0,0,0,0,0,0
"13814","SMOX",35,37,26,25,147,101
"13815","SMPD1",2306,2245,2635,2543,3154,2241
"13816","SMPD2",133,144,156,109,140,119
"13817","SMPD3",94,88,96,131,127,123
"13818","SMPD4",252,227,308,247,320,217
"13819","SMPDL3A",1685,1864,1318,1113,2343,1801
"13820","SMPDL3B",5,13,14,25,8,14
"13821","SMPTB",0,0,0,0,0,0
"13822","SMPX",0,0,0,0,0,0
"13823","SMR3A",0,0,0,0,0,0
"13824","SMS",13,18,13,10,17,12
"13825","SMTN",297,208,412,301,351,187
"13826","SMTNL1",1,0,0,0,0,0
"13827","SMTNL2",19,47,48,31,25,21
"13828","SMU1",398,501,465,411,474,402
"13829","SMUG1",19,21,16,5,15,17
"13830","SMURF1",173,241,174,178,293,180
"13831","SMURF2",725,842,666,601,978,666
"13832","SMYD1",2,1,4,0,1,0
"13833","SMYD2",164,250,256,263,175,147
"13834","SMYD3",35,26,32,26,26,33
"13835","SMYD4",34,20,46,45,20,24
"13836","SMYD5",71,114,91,57,123,93
"13837","SNAI1",15,33,28,12,32,18
"13838","SNAI3",3,1,0,2,0,1
"13839","SNAP23",266,299,303,246,246,201
"13840","SNAP25",0,0,0,0,0,0
"13841","SNAP29",610,790,678,536,788,629
"13842","SNAP47",122,136,127,103,130,116
"13843","SNAP91",0,0,0,0,1,0
"13844","SNAPAP",521,551,653,453,537,418
"13845","SNAPC1",66,89,98,101,88,52
"13846","SNAPC2",70,93,94,65,102,57
"13847","SNAPC3",67,87,58,50,63,49
"13848","SNAPC5",136,130,164,98,110,77
"13849","SNCA",0,1,2,3,4,1
"13850","SNCAIP",9,8,8,2,8,5
"13851","SNCB",0,0,0,0,0,0
"13852","SNCG",2,3,3,4,7,0
"13853","SND1",1720,1884,2358,2169,1690,1179
"13854","SNED1",66,54,77,137,193,151
"13855","SNF8",500,520,552,497,508,424
"13856","SNHG4",0,2,1,1,0,1
"13857","SNIP1",199,221,206,127,164,134
"13858","SNN",36,50,48,43,81,43
"13859","SNPH",2,0,6,1,3,3
"13860","SNRK",282,291,247,189,385,293
"13861","SNRNP27",98,103,101,79,87,79
"13862","SNRNP35",91,100,135,100,96,96
"13863","SNRNP40",123,170,127,105,131,91
"13864","SNRNP48",126,126,133,105,156,128
"13865","SNRNP70",1138,1306,1379,1000,1306,896
"13866","SNRPA",74,74,62,76,42,29
"13867","SNRPB",410,577,428,417,564,381
"13868","SNRPB2",129,167,176,90,145,126
"13869","SNRPD1",78,104,78,58,73,53
"13870","SNRPD2",340,358,404,243,301,239
"13871","SNRPF",61,84,57,50,62,34
"13872","SNRPG",162,220,194,147,207,133
"13873","SNRPN",10,14,23,27,8,3
"13874","SNTA1",131,158,147,144,157,122
"13875","SNTB1",50,50,42,73,92,46
"13876","SNTB2",21,16,18,16,49,22
"13877","SNTG1",0,0,0,0,0,0
"13878","SNTG2",0,0,0,0,0,0
"13879","SNTN",0,0,0,0,0,0
"13880","SNUPN",75,78,99,55,73,68
"13881","SNURF",1,4,7,10,0,1
"13882","SNW1",325,392,364,274,441,352
"13883","SNX1",185,193,211,163,269,148
"13884","SNX10",18,37,50,23,50,47
"13885","SNX11",513,399,444,354,378,362
"13886","SNX12",19,15,30,26,18,6
"13887","SNX13",345,368,268,337,625,399
"13888","SNX14",247,204,244,244,251,230
"13889","SNX15",105,116,131,89,169,127
"13890","SNX16",43,56,52,45,103,48
"13891","SNX17",216,195,239,171,244,163
"13892","SNX18",192,263,213,171,269,182
"13893","SNX19",365,435,413,400,389,374
"13894","SNX2",567,721,672,456,810,561
"13895","SNX20",8,6,11,14,27,15
"13896","SNX22",2,1,5,0,3,1
"13897","SNX24",531,486,620,457,532,373
"13898","SNX27",715,905,775,760,1137,798
"13899","SNX29",39,33,53,37,73,29
"13900","SNX3",261,383,311,350,403,272
"13901","SNX30",106,97,66,86,215,122
"13902","SNX33",675,515,519,348,507,363
"13903","SNX4",341,354,400,321,396,294
"13904","SNX5",1113,1005,1171,639,857,622
"13905","SNX6",197,258,223,209,300,206
"13906","SNX7",114,110,125,86,90,83
"13907","SNX8",228,310,213,141,275,229
"13908","SOAT1",38,46,33,30,61,33
"13909","SOAT2",657,1064,968,678,647,401
"13910","SOBP",1,1,7,1,1,8
"13911","SOCS1",3,0,3,4,3,1
"13912","SOCS2",548,44,497,1116,1422,382
"13913","SOCS3",43,212,76,21,78,72
"13914","SOCS4",106,90,45,70,157,78
"13915","SOCS5",169,284,208,210,304,209
"13916","SOD1",5602,5878,6794,6551,8604,5710
"13917","SOD2",1291,1625,1573,1583,1677,1307
"13918","SOD3",305,214,329,314,484,350
"13919","SOHLH1",0,0,0,0,0,0
"13920","SOHLH2",0,0,0,0,0,0
"13921","SOLH",184,211,189,174,226,151
"13922","SON",1440,1813,1323,1431,2864,1709
"13923","SORBS2",1541,1317,1553,1681,2087,1625
"13924","SORBS3",570,395,521,505,290,277
"13925","SORCS1",2,1,2,1,1,2
"13926","SORCS2",28,23,20,28,30,11
"13927","SORCS3",0,0,0,0,0,0
"13928","SORD",7253,8450,8708,9469,11746,7727
"13929","SORL1",351,418,157,315,1231,769
"13930","SORT1",261,257,250,188,322,237
"13931","SOS1",511,546,446,437,723,414
"13932","SOS2",196,260,225,172,280,201
"13933","SOST",2,3,3,15,14,7
"13934","SOSTDC1",1,0,0,0,0,0
"13935","SOX10",0,0,0,2,0,0
"13936","SOX11",1,0,0,0,0,0
"13937","SOX12",18,13,25,15,24,13
"13938","SOX13",235,250,242,250,349,196
"13939","SOX14",0,0,0,0,0,0
"13940","SOX15",2,3,2,4,1,4
"13941","SOX17",40,57,43,32,42,39
"13942","SOX18",48,93,74,38,86,53
"13943","SOX2",0,0,0,0,0,0
"13944","SOX6",46,35,45,56,111,60
"13945","SOX7",14,25,21,18,30,8
"13946","SOX8",0,0,0,0,0,0
"13947","SP1",890,851,876,829,1184,793
"13948","SP100",38,37,38,39,47,40
"13949","SP110",209,146,200,163,208,115
"13950","SP140",130,110,184,128,186,82
"13951","SP2",70,80,87,51,94,47
"13952","SP4",21,34,26,19,53,24
"13953","SP5",17,3,21,6,12,10
"13954","SP6",0,0,0,1,0,2
"13955","SP7",0,0,0,0,0,0
"13956","SP8",0,0,0,0,0,0
"13957","SP9",0,0,0,0,0,0
"13958","SPA17",33,54,64,24,28,22
"13959","SPACA1",0,0,0,0,1,0
"13960","SPACA3",0,0,0,0,0,0
"13961","SPACA4",0,0,0,0,0,1
"13962","SPACA5",0,0,0,0,0,4
"13963","SPAG1",103,57,128,50,35,34
"13964","SPAG11B",0,0,0,0,0,0
"13965","SPAG11C",0,0,0,0,0,0
"13966","SPAG16",0,0,0,0,0,0
"13967","SPAG4",0,0,0,2,3,1
"13968","SPAG5",23,4,11,15,7,8
"13969","SPAG6",0,1,0,0,0,0
"13970","SPAG6L",0,0,0,0,0,0
"13971","SPAG7",200,265,244,236,262,191
"13972","SPAG8",26,27,38,24,27,13
"13973","SPAG9",1498,1960,1500,1244,2544,1564
"13974","SPAM1",0,0,0,0,0,0
"13975","SPARC",3137,3163,3704,2685,3448,2207
"13976","SPARCL1",143,344,163,273,223,262
"13977","SPAST",207,344,292,198,316,231
"13978","SPATA1",8,6,8,9,13,9
"13979","SPATA13",220,164,245,282,333,171
"13980","SPATA18",1,0,0,0,0,0
"13981","SPATA19",0,0,0,0,0,0
"13982","SPATA2",96,120,98,71,96,62
"13983","SPATA20",0,0,0,0,0,0
"13984","SPATA21",0,5,4,2,2,3
"13985","SPATA22",0,0,0,1,0,0
"13986","SPATA24",9,7,9,8,5,1
"13987","SPATA25",8,14,15,5,4,2
"13988","SPATA2L",82,186,77,61,238,61
"13989","SPATA3",10,1,2,4,6,5
"13990","SPATA4",0,0,0,0,0,0
"13991","SPATA5",51,57,41,31,51,52
"13992","SPATA5L1",42,50,46,39,46,33
"13993","SPATA6",18,15,27,30,32,16
"13994","SPATA7",65,65,74,38,64,51
"13995","SPATA9",13,33,26,12,25,23
"13996","SPATS1",2,3,6,4,4,2
"13997","SPATS2",88,78,81,87,114,74
"13998","SPATS2L",29,31,32,31,23,18
"13999","SPC25",27,3,8,18,1,3
"14000","SPCS1",359,309,340,321,299,278
"14001","SPCS2",1212,1374,1320,1306,1091,794
"14002","SPCS3",440,504,481,468,368,249
"14003","SPDEF",2,1,0,2,0,0
"14004","SPDYA",1,3,3,0,2,3
"14005","SPDYE4",0,0,0,0,0,0
"14006","SPECC1",65,70,59,49,54,21
"14007","SPECC1L",190,219,227,202,291,193
"14008","SPEF2",5,3,15,8,4,0
"14009","SPEG",14,10,12,12,19,17
"14010","SPEM1",0,0,1,0,0,0
"14011","SPERT",1,0,0,0,0,0
"14012","SPESP1",0,0,0,0,0,0
"14013","SPETEX-2A",0,0,0,0,0,0
"14014","SPETEX-2B",0,0,0,0,0,0
"14015","SPETEX-2C",0,0,0,0,0,0
"14016","SPETEX-2D",0,1,0,0,0,0
"14017","SPETEX-2E",0,0,0,0,0,0
"14018","SPETEX-2F",0,0,0,0,0,0
"14019","SPETEX-2G",0,0,1,2,0,0
"14020","SPETEX-2H",0,0,0,0,0,0
"14021","SPG11",489,633,607,575,986,638
"14022","SPG20",384,345,456,388,323,256
"14023","SPG21",580,582,653,617,1168,807
"14024","SPG7",217,355,253,165,260,184
"14025","SPHK1",6,3,4,1,3,1
"14026","SPHK2",281,472,326,584,868,594
"14027","SPHKAP",7,0,7,11,9,6
"14028","SPI1",73,48,77,75,122,58
"14029","SPIB",20,11,12,13,28,12
"14030","SPIC",4,4,7,3,5,6
"14031","SPICE1",116,143,112,56,172,112
"14032","SPIN1",38,42,32,37,70,36
"14033","SPIN2A",9,12,19,4,9,5
"14034","SPINK1",2773,3026,2076,1744,1985,1715
"14035","SPINK13",0,1,0,0,0,0
"14036","SPINK14",0,0,0,0,0,0
"14037","SPINK2",0,0,0,0,0,0
"14038","SPINK3",49,17,15,4,10,32
"14039","SPINK4",0,0,0,0,0,0
"14040","SPINK5",0,0,0,0,0,0
"14041","SPINK6",0,0,0,0,0,0
"14042","SPINK8",0,1,1,1,0,0
"14043","SPINLW1",0,0,1,0,0,0
"14044","SPINT1",7,10,14,11,12,9
"14045","SPINT2",1247,1685,1502,1344,1516,972
"14046","SPIRE1",36,31,32,36,55,36
"14047","SPIRE2",2,2,3,2,7,9
"14048","SPNS1",484,607,466,382,741,570
"14049","SPNS2",96,151,132,96,146,71
"14050","SPNS3",1,1,7,4,3,0
"14051","SPO11",0,1,0,0,0,0
"14052","SPOCK2",25,62,27,25,29,16
"14053","SPOCK3",0,0,0,0,0,0
"14054","SPON1",23,15,21,13,14,20
"14055","SPON2",49,16,55,110,65,39
"14056","SPOP",563,671,678,637,910,813
"14057","SPOPL",57,82,68,60,103,60
"14058","SPP1",8,16,4,33,33,11
"14059","SPP2",6628,7777,6947,7551,8880,6158
"14060","SPPL2A",418,430,401,441,622,411
"14061","SPPL2B",214,291,263,337,307,243
"14062","SPR",380,412,385,359,452,370
"14063","SPRED1",62,77,58,56,137,94
"14064","SPRED2",41,61,46,32,81,58
"14065","SPRED3",11,13,14,4,9,5
"14066","SPRN",1,0,2,0,0,0
"14067","SPRR3",0,0,0,0,0,0
"14068","SPRY1",26,39,29,38,40,49
"14069","SPRY2",32,41,39,23,45,27
"14070","SPRY3",0,0,0,1,0,0
"14071","SPRY4",30,90,48,43,59,66
"14072","SPRYD3",137,179,184,172,196,154
"14073","SPRYD4",334,384,396,267,349,302
"14074","SPRYD7",596,909,737,463,652,582
"14075","SPSB1",7,37,4,4,17,17
"14076","SPSB2",73,75,60,66,117,62
"14077","SPSB3",313,414,347,315,448,272
"14078","SPSB4",76,160,53,10,38,40
"14079","SPT1",0,0,0,0,0,0
"14080","SPTA1",2,4,3,1,2,2
"14081","SPTAN1",1787,2821,1625,2123,3611,3353
"14082","SPTB",32,18,17,10,37,24
"14083","SPTBN1",2211,2941,2415,2865,3657,2305
"14084","SPTBN2",850,781,657,796,2337,1370
